Ragione sociale,Partita IVA,"ATECO 2007
codice",Provincia,Indirizzo sede legale - Regione,Website,URLPositivo,NellaHomepage,Significativo,EsitoRichiesta,CodiceRisposta
ETRUSCA PELLI S.R.L.,2185230501.0,151100.0,Firenze,Toscana,www.etruscapelli.it,,,,SUCCESSO,404.0
LUZZI S.R.L.,1178040513.0,152010.0,Arezzo,Toscana,www.luzzi.it,,,,SUCCESSO,200.0
BELLA SHOES SRL,2219330442.0,152010.0,Fermo,Marche,bellashoes.it,,,,SUCCESSO,200.0
TACCHIFICIO CRISTINA S.R.L.,3922220284.0,152000.0,Padova,Veneto,tacchificiocristina.it,,,,SUCCESSO,200.0
PELLETTIERI DI PARMA S.R.L.,3227800988.0,152010.0,Bergamo,Lombardia,www.pellettieridiparma.com,,,,SUCCESSO,200.0
ENZO BONAFE' S.R.L.,2503291201.0,152000.0,Bologna,Emilia-Romagna,www.enzobonafe.com,,,,SUCCESSO,200.0
CALZATURIFICIO CIASCHI S.R.L.,4503290480.0,152010.0,Firenze,Toscana,www.calzaturificiociaschi.net,,,,SUCCESSO,200.0
MANCINI ANGELO S.R.L.,1994410502.0,151100.0,Pisa,Toscana,www.conceriamancini.it,,,,SUCCESSO,200.0
CALZATURIFICIO ARTIGIANI ITALIANI S.R.L.,8062511210.0,152010.0,Napoli,Campania,www.bessential.it,,,,SUCCESSO,200.0
SOLETTIFICIO TERRY S.R.L.,405470444.0,152020.0,Fermo,Marche,www.solettificioterry.it,,,,SUCCESSO,200.0
CALZATURIFICIO MUSELLA S.R.L.,5965951212.0,152010.0,Napoli,Campania,www.calzaturificiomusella.it,,,,SUCCESSO,500.0
TASSI VANIS SRL,3894230360.0,151209.0,Modena,Emilia-Romagna,www.tassivanis.com,,,,SUCCESSO,200.0
NEW ITALIA SHOES S.R.L.,2503100261.0,152010.0,Treviso,Veneto,newitaliashoes.it,,,,SUCCESSO,200.0
FERRADINI BRUNO S.R.L.,827460502.0,151100.0,Pisa,Toscana,www.ferradinibruno.it,,,,SUCCESSO,200.0
CONCERIA GHEPARDO S.R.L.,870480506.0,151100.0,Pisa,Toscana,www.ghepardo.it,,,,SUCCESSO,200.0
CERBIATTO S.R.L.,1125510501.0,151100.0,Pisa,Toscana,www.conceriacerbiatto.it,,,,SUCCESSO,200.0
ZENIT SRL,2341130447.0,152020.0,Fermo,Marche,www.zenitsrl2018.it,,,,SUCCESSO,200.0
STEBOR SRL,2428210245.0,151209.0,Vicenza,Veneto,www.stebor.it,,,,SUCCESSO,200.0
CALZATURIFICIO EMANUELA S.R.L.,473250413.0,152010.0,Pesaro Urbino,Marche,www.emanuelapasseri.it,,,,SUCCESSO,200.0
JAMAICA 2020 S.R.L.,11083260965.0,151209.0,Milano,Lombardia,marcomasi.it,,,,SUCCESSO,200.0
RACING TACK S.R.L.,4967380157.0,151200.0,Varese,Lombardia,www.racingtack.it,,,,SUCCESSO,404.0
DIAMFONDI SRL,378590442.0,152010.0,Fermo,Marche,www.diamfondi.com,,,,SUCCESSO,200.0
PELER ITALIA S.R.L.,3593000361.0,151100.0,Vicenza,Veneto,www.peleritalia.com,,,,SUCCESSO,200.0
CALZATURIFICIO LAUDINO CACCIN S.R.L.,2273660288.0,152000.0,Padova,Veneto,www.laudinocaccin.com,,,,SUCCESSO,200.0
START UP GROUP S.R.L.,8321751219.0,151100.0,Roma,Lazio,startupgroupsrls.it,,,,SUCCESSO,200.0
P&P S.R.L.,9415611210.0,151209.0,Napoli,Campania,lineasartoriale.it,,,,SUCCESSO,200.0
GHIZZANPELLI FRIGO S.R.L.,708270509.0,151100.0,Pisa,Toscana,www.ghizzanpelli.com,,,,SUCCESSO,200.0
LE SELLE ITALIANE SRL,3055770980.0,151201.0,Brescia,Lombardia,www.leselleitaliane.com,,,,ERRORE,
CONCERIA ACCADEMIA S.R.L.,2301930505.0,151100.0,Pisa,Toscana,www.expoleathers.com,,,,SUCCESSO,200.0
V E R S.R.L.,7696201214.0,151209.0,Napoli,Campania,www.barattolorappresentanze.it,,,,SUCCESSO,200.0
CRISTINA MILLOTTI S.R.L.,1418160519.0,152010.0,Arezzo,Toscana,cristinamillotti.it,,,,SUCCESSO,200.0
CALZATURIFICIO MONTELLIANA S.R.L,4472000266.0,152010.0,Treviso,Veneto,www.lamontelliana.it,,,,SUCCESSO,200.0
DUEGI PELLETTERIE SRL,3255300240.0,151209.0,Vicenza,Veneto,duegipelletterie.it,,,,SUCCESSO,200.0
CLARA S.R.L.,1291010435.0,152010.0,Macerata,Marche,www.myaclara.it,,,,SUCCESSO,200.0
VALENTINA BAGS S.R.L.,4639840968.0,151200.0,Milano,Lombardia,www.valentinabags.it,,,,SUCCESSO,200.0
TREGIPELL S.R.L. - SOCIETA' UNIPERSONALE,2789620248.0,151100.0,Vicenza,Veneto,tregipell.it,,,,SUCCESSO,200.0
TRE ESSE S.R.L.,1636860437.0,152020.0,Macerata,Marche,www.suolificiotreesse.it,,,,SUCCESSO,200.0
SARA BURGLAR S.R.L.,1882070434.0,151209.0,Macerata,Marche,saraburglar.com,,,,TIMEOUT,
CONCERIA TURBIGHESE S.R.L.,693580151.0,151100.0,Milano,Lombardia,http://www.conceriaturbighese.it,,,,SUCCESSO,200.0
LORENA PAGGI S.R.L.,1633100449.0,152010.0,Fermo,Marche,www.lorenapaggi.it,,,,SUCCESSO,200.0
TEOX S.R.L.,1709280448.0,152020.0,Fermo,Marche,www.teox.it,,,,SUCCESSO,200.0
STELLA MARIS S.R.L.,1187860885.0,151209.0,Ragusa,Sicilia,www.abbonebbone.com,,,,SUCCESSO,200.0
CO.BRI. S.R.L.,3993110489.0,151200.0,Firenze,Toscana,cobripelletterie.it,,,,SUCCESSO,200.0
IM ITALIANA MANIFATTURE SRL,2438370443.0,151209.0,Fermo,Marche,www.italianamanifatture.eu,,,,SUCCESSO,200.0
BUTI SRL,1723370506.0,151200.0,Pisa,Toscana,www.butipelletterie.com,,,,SUCCESSO,200.0
TOMAIFICIO TARGA S.R.L.,1451670291.0,152020.0,Rovigo,Veneto,tomaificiotarga.it,,,,SUCCESSO,200.0
GIORI S.R.L.,2367500440.0,152020.0,Fermo,Marche,www.tranceriagiori.it,,,,SUCCESSO,200.0
CALZATURIFICIO AMORUSO S.R.L.,7893750724.0,152010.0,Barletta-Andria-Trani,Puglia,www.vicodebramo.it,,,,SUCCESSO,503.0
TOP LINE SRL FASHION FACTORY,1885340438.0,152020.0,Macerata,Marche,www.toplinesrl.it,,,,SUCCESSO,200.0
TORO S.R.L.,5215670489.0,151209.0,Prato,Toscana,www.toropelletterie.it,,,,SUCCESSO,200.0
PASSI D'ESTATE SOCIETA' A RESPONSABILITA' LIMITATA,8107551213.0,152010.0,Napoli,Campania,www.paolafiorenza.com,,,,SUCCESSO,200.0
CALZATURIFICIO MICHELA S.R.L.,2398670469.0,152010.0,Lucca,Toscana,dtdesign.it,,,,SUCCESSO,200.0
CALZATURIFICIO R.E.F.A.C. S.R.L.,1246890436.0,152010.0,Macerata,Marche,www.openclosedshoes.com,,,,SUCCESSO,200.0
DETTAGLI S.R.L.,1339370445.0,152020.0,Fermo,Marche,www.dettaglisrl.it,,,,SUCCESSO,200.0
DAVID S.R.L.,3774110161.0,151209.0,Bari,Puglia,davidsrl.com,,,,SUCCESSO,200.0
SENATORE S.R.L.,5516520656.0,151209.0,Salerno,Campania,www.namenu.it,,,,SUCCESSO,200.0
WESTERNBULL S.R.L.,2210240509.0,151209.0,Pisa,Toscana,westernbull.com,,,,SUCCESSO,200.0
BELTRAMI EMORE S.R.L.,1645510361.0,151200.0,Modena,Emilia-Romagna,beltramipelletteria.it,,,,SUCCESSO,200.0
MALIZIOSA S.R.L. - SOCIETA' A RESPONSABILITA' LIMITATA,1159570447.0,152010.0,Fermo,Marche,www.maliziosa.net,,,,ERRORE,
CORIUM SRL,6292990485.0,151209.0,Firenze,Toscana,www.corium-creazioni.it,,,,SUCCESSO,200.0
ETRURIA TACCHI S.R.L.,1992040517.0,152020.0,Arezzo,Toscana,www.etruriatacchi.com,,,,SUCCESSO,200.0
EBE GROUP S.R.L.,3553760616.0,152010.0,Caserta,Campania,www.ebegroup.it,,,,SUCCESSO,200.0
SINTESS S.R.L.,3023620242.0,151209.0,Vicenza,Veneto,http://www.sintess.it,,,,SUCCESSO,200.0
CALZATURIFICIO PEGASO S.R.L.,1810200509.0,152010.0,Pisa,Toscana,www.pegasoshoes.com,,,,ERRORE,
ARPEC ITALIA SRL,1983390442.0,152020.0,Ascoli Piceno,Marche,www.arpecitalia.com,,,,SUCCESSO,200.0
SCARPEDARTE SRL,2149890507.0,152010.0,Pisa,Toscana,www.scarpedarte.it,,,,SUCCESSO,200.0
LIA DIVA SRL,9734681217.0,152010.0,Napoli,Campania,www.liadiva.com,,,,SUCCESSO,200.0
SLIM ITALIA GROUP S.R.L.,2080140854.0,151209.0,Caltanissetta,Sicilia,www.slimitalia.com,,,,SUCCESSO,200.0
COMPLESSO SAN LORENZO MAGGIORE S.R.L.,4721761213.0,152020.0,Napoli,Campania,www.laneapolissotterrata.it,,,,SUCCESSO,200.0
LA SCARPA & CO. S.R.L.,4347260400.0,151209.0,Rimini,Emilia-Romagna,www.ballodasola.com,,,,SUCCESSO,200.0
PIEROPAN & BAUCE S.R.L.,2989140245.0,151100.0,Vicenza,Veneto,www.pieropan-bauce.it,,,,SUCCESSO,200.0
P.A.T. S.R.L.,3569220282.0,152020.0,Padova,Veneto,www.pat-anatomici.com,,,,SUCCESSO,200.0
BONETTO CINTURINI S.R.L.,3278300243.0,151200.0,Vicenza,Veneto,http://www.bonettocinturini.it,,,,SUCCESSO,200.0
MELAPELL S.R.L.,2396830248.0,151100.0,Vicenza,Veneto,www.melapell.it,,,,SUCCESSO,200.0
VITTORIA S.R.L.,2018280020.0,152010.0,Biella,Piemonte,www.vittoria-shoes.com,,,,SUCCESSO,200.0
FENICE S.R.L.,6490631212.0,152010.0,Napoli,Campania,www.fenicesrlmadeinitaly.com,,,,ERRORE,
CARIM S.R.L.,1194270441.0,152010.0,Fermo,Marche,www.carim.it,,,,SUCCESSO,200.0
NUOVA FLEX S.R.L.,1555460508.0,151100.0,Pisa,Toscana,www.nuovaflex.it,,,,SUCCESSO,200.0
Z STUDIO S.R.L.,2541890410.0,151209.0,Pesaro Urbino,Marche,www.zanchetti.eu,,,,SUCCESSO,200.0
RECORD S.R.L.,1555740446.0,151200.0,Ascoli Piceno,Marche,www.recordbags.it,,,,SUCCESSO,200.0
STEFY LINE S.R.L.,1337250433.0,151209.0,Macerata,Marche,www.stefyline.com,,,,SUCCESSO,200.0
F.LLI FERRARA S.R.L.,1152160436.0,152020.0,Macerata,Marche,www.ricamificioferrara.it,,,,SUCCESSO,200.0
MARTON CALZATURE S.R.L.,3939460618.0,152010.0,Caserta,Campania,www.martoncalzature.it,,,,SUCCESSO,200.0
PONTREMOLESI S.R.L.,1850880483.0,151209.0,Firenze,Toscana,www.fondo9.it,,,,ERRORE,
CONCERIA PRIMA S.R.L.,333000503.0,151100.0,Pisa,Toscana,www.conceriaprima.com,,,,SUCCESSO,200.0
S.R.L. LEU LOCATI,3664510157.0,151200.0,Milano,Lombardia,www.leulocati.com,,,,SUCCESSO,200.0
PAVI GROUP S.R.L.,1960130696.0,152010.0,Chieti,Abruzzo,www.pavi.it,,,,ERRORE,
P. & C. ITALIA SOCIETA' A RESPONSABILITA' LIMITATA IN SIGLA P. & C. ITALIA S.R.L.,5964891211.0,152020.0,Napoli,Campania,www.pecontrafforti.it,,,,ERRORE,
LAKE S.R.L.,3555930985.0,152010.0,Brescia,Lombardia,www.l4k3.it,,,,SUCCESSO,200.0
F.LLI BERNARDINI S.R.L.,435100441.0,152020.0,Fermo,Marche,www.bernardinisnc.com,,,,SUCCESSO,200.0
J P M - S.R.L. CON UNICO SOCIO,2367810468.0,151209.0,Lucca,Toscana,www.jeanpaulmenicucci.com,,,,SUCCESSO,200.0
CALZATURIFICIO FAUZIAN JEUNESSE - S.R.L,1447720440.0,152010.0,Fermo,Marche,fauzian.it,,,,SUCCESSO,200.0
RISERVA SRL,1126540267.0,151209.0,Treviso,Veneto,www.riserva.it,,,,SUCCESSO,200.0
VARESE RETTILI PELLETTERIA S.R.L.,2660230125.0,151200.0,Varese,Lombardia,www.vareserettili.it,,,,SUCCESSO,200.0
LONGINO D'URSO 1.0 S.R.L.,2320430644.0,151100.0,Milano,Lombardia,www.longinodurso.it,,,,SUCCESSO,200.0
GREEN LIFE CALZATURE S.R.L.,2648280390.0,152010.0,Ravenna,Emilia-Romagna,www.greenlifecalzature.it,,,,TIMEOUT,
MONDO ITALIA S.R.L.,2187030446.0,152010.0,Fermo,Marche,www.gianricomori.com,,,,SUCCESSO,200.0
CALZATURIFICIO NEW GISAB DI BUONO SALVATORE S.R.L.,3202660720.0,152000.0,Barletta-Andria-Trani,Puglia,www.newgisab.it,,,,SUCCESSO,200.0
VELA S.R.L.,1287630295.0,151200.0,Rovigo,Veneto,www.velaitaly.com,,,,SUCCESSO,200.0
EUROFUR S.R.L.,1309160503.0,151100.0,Pisa,Toscana,www.eurofur.it,,,,SUCCESSO,200.0
BEMA S.R.L.,3368410241.0,151100.0,Vicenza,Veneto,www.bemastyle.com,,,,TIMEOUT,
APEX S.R.L.,1849280126.0,151200.0,Varese,Lombardia,www.apex-srl.com,,,,SUCCESSO,200.0
CONCERIA N.C.L. SOCIETA' A RESPONSABILITA' LIMITATA,1902230646.0,151100.0,Avellino,Campania,www.ncleather.net,,,,SUCCESSO,200.0
EN.ZI.MA S.R.L.,5659580483.0,152010.0,Firenze,Toscana,www.enzimaservice.com,,,,SUCCESSO,200.0
CALZATURIFICIO CAPPELLI S.R.L.,87700472.0,152010.0,Pistoia,Toscana,www.calzaturificiocappellisrl.it,,,,SUCCESSO,200.0
TOMAIFICIO RM SRL,2469500447.0,152020.0,Fermo,Marche,www.tomaificiorm.it,,,,SUCCESSO,404.0
PELLETTERIE SANT'AGOSTINO S.R.L.,11918010155.0,151209.0,Milano,Lombardia,www.santagostino-milano.it,,,,ERRORE,
ANGELETTI GROUP S.R.L.,2169740442.0,152020.0,Fermo,Marche,www.angelettigroup.eu,,,,SUCCESSO,200.0
CALZATURIFICIO PAMAR SOCIETA' A RESPONSABILITA' LIMITATA IN BREVE CALZATURIFICIO PAMAR S.R.L.,1500110471.0,152010.0,Pistoia,Toscana,www.calzaturificiopamar.it,,,,SUCCESSO,200.0
DANIEL & BOB S.R.L.,1606770384.0,151209.0,Ferrara,Emilia-Romagna,www.danielandbob.it,,,,SUCCESSO,200.0
NICCOLI S.R.L.,4888220482.0,151209.0,Firenze,Toscana,www.niccolibags.com,,,,SUCCESSO,200.0
CINTURIFICIO BRESCIANO S.R.L.,274410174.0,151209.0,Brescia,Lombardia,cinturificiobresciano.it,,,,SUCCESSO,200.0
G&Q SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,2392520447.0,152010.0,Fermo,Marche,www.giancarlopaoli.com,,,,SUCCESSO,200.0
VIOLA RASATURA PELLI S.R.L.,2271660504.0,151100.0,Pisa,Toscana,www.violarasaturapelli.it,,,,SUCCESSO,200.0
GIFRAL S.R.L.,5935291210.0,152020.0,Napoli,Campania,www.gifralsrl.it,,,,SUCCESSO,200.0
CREDO S.R.L.,4060380401.0,151209.0,Forlì-Cesena,Emilia-Romagna,www.opencouture.it,,,,SUCCESSO,200.0
TACCHIFICIO BERDINI S.R.L.,1569770439.0,152020.0,Macerata,Marche,www.tacchificioberdini.it,,,,SUCCESSO,200.0
DOMINO S.R.L.,6322320489.0,151209.0,Firenze,Toscana,laboratoriotoscano.it,,,,SUCCESSO,200.0
PRONTO PELLI S.R.L.,2611440641.0,151100.0,Avellino,Campania,www.prontopelli.it,,,,SUCCESSO,200.0
TRE GAZZELLE INDUSTRIA CONCIARIA S.R.L.,2126320502.0,151100.0,Pisa,Toscana,www.tregazzelle.it,,,,SUCCESSO,200.0
SHOES & SHOES SOCIETA' A RESPONSABILITA' LIMITATA,3511870614.0,152010.0,Caserta,Campania,www.bricconi.com,,,,SUCCESSO,200.0
TARTABINI E NASINI S.R.L.,872910443.0,152020.0,Fermo,Marche,www.tartabinienasini.it,,,,SUCCESSO,200.0
LAPEC SUN S.R.L.,1744640507.0,151100.0,Pisa,Toscana,www.lapec.it,,,,SUCCESSO,200.0
ROSSO VENEZIA SRL,4437230271.0,152020.0,Firenze,Toscana,www.rossovenezia.it,,,,SUCCESSO,200.0
KOSTYLE S.R.L.,4218940262.0,152010.0,Treviso,Veneto,www.kostyle.it,,,,SUCCESSO,200.0
PALM PEL S.R.L.,7891101219.0,151100.0,Napoli,Campania,www.palmpel.it,,,,SUCCESSO,200.0
RODI S.R.L.,344790431.0,152010.0,Macerata,Marche,calzaturificiorodi.it,,,,SUCCESSO,200.0
MELANY-VY SRL,4016400618.0,152010.0,Caserta,Campania,melany-vy-srl-04016400618.quantofattura.com,,,,SUCCESSO,503.0
K LEATHERS S.R.L.,1901620508.0,151100.0,Pisa,Toscana,www.kleathers.it,,,,SUCCESSO,200.0
FARFALLA SRL,2381660428.0,152010.0,Ancona,Marche,www.farfalla.it,,,,SUCCESSO,200.0
ERREPI - S.R.L. -,1511640466.0,152010.0,Lucca,Toscana,www.errepisrl.it,,,,SUCCESSO,200.0
DAVIDE PELLETTERIA NADA S.R.L.,9065921216.0,151209.0,Napoli,Campania,www.davidenada.it,,,,SUCCESSO,200.0
FIORDALISO S.R.L.,4389620271.0,152020.0,Venezia,Veneto,www.mattshoes.it,,,,SUCCESSO,200.0
TIMAR SRL,2364920443.0,152010.0,Fermo,Marche,www.timarshoes.it,,,,SUCCESSO,200.0
GREAT BEAR S.R.L.,1348710441.0,152010.0,Fermo,Marche,www.greatbear.it,,,,SUCCESSO,503.0
PETER FLOWERS S.R.L.,3709330272.0,152010.0,Venezia,Veneto,peterflowers.it,,,,SUCCESSO,200.0
F.LLI CUCCO S.R.L.,1628970434.0,152020.0,Macerata,Marche,www.fratellicucco.it,,,,ERRORE,
L.I.P. S.R.L.,8738320962.0,151100.0,Milano,Lombardia,www.lip-srl.it,,,,SUCCESSO,200.0
FORMULA SHOES SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,2284390446.0,152010.0,Fermo,Marche,formulashoes.com,,,,SUCCESSO,200.0
SANDA GROUP S.R.L.,1012040448.0,152020.0,Fermo,Marche,http://www.sandagroup.it/,,,,SUCCESSO,500.0
ROBERTA GANDOLFI S.R.L.,1681211205.0,151209.0,Bologna,Emilia-Romagna,www.robertagandolfi.com,,,,SUCCESSO,200.0
PELLETTERIA PARTENOPE S.R.L.,8860401218.0,151209.0,Napoli,Campania,www.partenope.it,,,,SUCCESSO,200.0
CINTURIFICIO JESSY GROUP S.R.L.,3426510362.0,151209.0,Modena,Emilia-Romagna,www.jessycinturificio.it,,,,SUCCESSO,200.0
NEW SWING - SOCIETA' A RESPONSABILITA' LIMITATA IN SIGLA NEW SWING S.R.L.,1785970441.0,152010.0,Fermo,Marche,newswing.it,,,,SUCCESSO,200.0
RIMAR S.R.L.,3790840270.0,152020.0,Venezia,Veneto,www.tagliopellirimar.com,,,,SUCCESSO,200.0
KASUCCI S.R.L.,3587600721.0,152010.0,Bari,Puglia,www.ortopediakasucci.it,,,,SUCCESSO,404.0
ANACONDA - S.R.L.,926080508.0,151100.0,Pisa,Toscana,anaconda.it/,,,,SUCCESSO,200.0
MARENZ S.R.L,2456640693.0,152010.0,Chieti,Abruzzo,www.marenz.it,,,,SUCCESSO,503.0
DI BIASE GROUP SRL,3728131214.0,152010.0,Napoli,Campania,lea-gu.com,,,,SUCCESSO,200.0
CALZATURIFICIO RUGIATI S.R.L.,1009740489.0,152010.0,Firenze,Toscana,www.rugiati.com,,,,SUCCESSO,200.0
STEFANO BEMER S.R.L.,6321030485.0,152010.0,Firenze,Toscana,stefanobemer.com,,,,SUCCESSO,200.0
TRANCERIA ITALY SHOES S.R.L.,2979950645.0,152010.0,Avellino,Campania,www.tranceriaitalyshoes.it,,,,SUCCESSO,200.0
GDA GROUP S.R.L.,6810150828.0,152010.0,Palermo,Sicilia,www.francesco.it,,,,SUCCESSO,200.0
SO.GI.GER SHOES S.R.L.,5505720655.0,152010.0,Salerno,Campania,www.perronecalzature.it,,,,TIMEOUT,
CESARE BAROLI 1947 S.R.L.,2544260033.0,152010.0,Novara,Piemonte,www.cesarebaroli.it,,,,SUCCESSO,200.0
GALM S.R.L.,1788610440.0,152020.0,Fermo,Marche,www.suolificiogalmsrl.it,,,,SUCCESSO,200.0
NAZZARENO ACCIARRI SRL,2109840443.0,152010.0,Fermo,Marche,www.acciarrinazzareno.it,,,,SUCCESSO,200.0
GALLI PELLETTERIE S.R.L.,985310671.0,151200.0,Teramo,Abruzzo,www.gallipelletterie.it,,,,SUCCESSO,200.0
ROSSI DA VINCI - S.R.L.,1788080487.0,151200.0,Firenze,Toscana,www.rossidavinci.it,,,,SUCCESSO,200.0
CONCERIA FRATELLI PIERONI S.R.L.,9731400017.0,151100.0,Torino,Piemonte,www.conceriapieroni.com,,,,SUCCESSO,200.0
CORK LINE S.R.L.,2089490540.0,152020.0,Perugia,Umbria,www.corkline.net,,,,ERRORE,
EURO NARPELL S.R.L.,3487280244.0,151100.0,Vicenza,Veneto,euronarpell.com,,,,SUCCESSO,200.0
PIHER S.R.L.,4585220280.0,151209.0,Padova,Veneto,www.piheritalia.it,,,,SUCCESSO,200.0
CARA STYLE SRL,6427380487.0,151209.0,Pisa,Toscana,www.carastyle.it,,,,SUCCESSO,200.0
BOTTEGA 23 SRL,2320620442.0,152010.0,Ascoli Piceno,Marche,www.bottega23.it,,,,SUCCESSO,200.0
LA THUILE SRL,2487400182.0,152010.0,Pavia,Lombardia,www.lathuilecalzature.it,,,,SUCCESSO,200.0
DUEPAX S.R.L.,1980150500.0,151209.0,Pisa,Toscana,www.duepax.com,,,,SUCCESSO,200.0
SOLETTIFICIO GUERRIERI S.R.L.,2275430482.0,152020.0,Firenze,Toscana,www.solettificioguerrieri.com,,,,ERRORE,
CARLO SALVATELLI S.R.L.,2033320447.0,151209.0,Fermo,Marche,www.carlosalvatelli.com,,,,SUCCESSO,200.0
RE ARTU' - S.R.L.,3592550481.0,151209.0,Firenze,Toscana,www.re-artu.it,,,,SUCCESSO,200.0
NICAM SAFETY SOCIETA' A RESPONSABILITA' LIMITATA,8460610721.0,152010.0,Barletta-Andria-Trani,Puglia,nicam.it,,,,SUCCESSO,200.0
KING LOOK SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,4681520757.0,152010.0,Lecce,Puglia,www.lesalentine.eu,,,,SUCCESSO,200.0
L.I.D.M.A.G. S.R.L.,7383271215.0,152010.0,Napoli,Campania,shop.lidmag.it,,,,SUCCESSO,200.0
GI.AN. S.R.L.,7102800633.0,151209.0,Napoli,Campania,www.cinturificiogian.it,,,,SUCCESSO,200.0
R&B DIFFUSIONE MODA S.R.L.,1815720675.0,151209.0,Teramo,Abruzzo,www.rbdiffusionemoda.it,,,,SUCCESSO,200.0
MARRAFFA MARCO S.R.L.,4232550279.0,152020.0,Venezia,Veneto,www.marraffamarcosrl.it,,,,SUCCESSO,200.0
DA.RI.PEL. DI DAVOLI A. & C. - S.R.L.,1213240359.0,151209.0,Reggio nell'Emilia,Emilia-Romagna,shop.daripel.com,,,,TIMEOUT,
SOLETTIFICIO LILLIO - S.R.L.,7010430630.0,152020.0,Napoli,Campania,www.lillio.it,,,,SUCCESSO,503.0
MODAPEL S.R.L.,2199780509.0,151100.0,Pisa,Toscana,www.modapelsnc.it,,,,ERRORE,
LA FABRIQUE SRL,2180730307.0,151200.0,Udine,Friuli-Venezia Giulia,www.lafabriquemaison.com,,,,SUCCESSO,200.0
DESTRO S.R.L.,2192570188.0,152010.0,Pavia,Lombardia,www.destrosrl.com,,,,SUCCESSO,200.0
ORTOPEDIA LOCCI S.R.L.,1516000914.0,152010.0,Nuoro,Sardegna,www.ortopedialocci.it,,,,ERRORE,
JOAN NORD SHOES S.R.L.,1615050984.0,152010.0,Brescia,Lombardia,www.weballerina.it,,,,SUCCESSO,200.0
M2F S.R.L.,7046851213.0,152020.0,Caserta,Campania,www.marianosrl.it,,,,SUCCESSO,200.0
FAUSTO COLATO S.R.L.,5274830966.0,151200.0,Milano,Lombardia,www.faustocolato.it,,,,SUCCESSO,200.0
CALZATURE V.F. ITALIA PRODUCTION SRL,1954580443.0,152010.0,Fermo,Marche,www.violafonti.it,,,,SUCCESSO,200.0
VA.FRA. S.R.L. UNIPERSONALE,2138850447.0,152020.0,Fermo,Marche,www.solettificiomarco.it,,,,TIMEOUT,
SCAMOSCERIA CUNEESE - S.R.L.,183750041.0,151100.0,Cuneo,Piemonte,www.scamosceriacuneese.it,,,,ERRORE,
CARRARO S.R.L.,863610275.0,152010.0,Venezia,Veneto,www.carrarovenezia.com,,,,SUCCESSO,200.0
MARA TAC S.R.L.,1421160449.0,152020.0,Fermo,Marche,www.maratac.it,,,,SUCCESSO,200.0
EXTREME DESIGN SRL,2041350972.0,151209.0,Prato,Toscana,bombata.it,,,,SUCCESSO,200.0
DM SOCIETA' A RESPONSABILITA' LIMITATA ENUNCIABILE ANCHE DM SRL,1386340440.0,152020.0,Fermo,Marche,www.dmproject.net,,,,ERRORE,
CALZATURIFICIO PIACENTINI S.R.L.,2447590460.0,152010.0,Lucca,Toscana,www.calzaturificiopiacentino.it,,,,ERRORE,
SCOLARO S.R.L.,101390441.0,152010.0,Fermo,Marche,http://www.scolaro1890.it,,,,SUCCESSO,200.0
ANTIDA S.R.L.,2333090203.0,152010.0,Brescia,Lombardia,lenora.shoes/collections/outlet,,,,SUCCESSO,200.0
OMBRETTA S.R.L.,5220690480.0,151200.0,Firenze,Toscana,www.guardolificio.eu,,,,SUCCESSO,200.0
PAOUL SRL,4609750288.0,152010.0,Padova,Veneto,www.paoul.com,,,,SUCCESSO,200.0
MARGI S.R.L.,881140248.0,151100.0,Vicenza,Veneto,www.margisrl.mobi,,,,SUCCESSO,503.0
AMABILIA S.R.L. - UNIPERSONALE,2849680240.0,151209.0,Vicenza,Veneto,amabilia.it,,,,SUCCESSO,200.0
ITAKA SRL,4958250260.0,151209.0,Padova,Veneto,www.itakasrl.com,,,,SUCCESSO,200.0
CALZATURIFICIO MEPRES S.R.L.,2419200262.0,152000.0,Treviso,Veneto,www.calzaturificiomepres.com,,,,SUCCESSO,200.0
KING TARTUFOLI S.R.L.,1834670430.0,152010.0,Macerata,Marche,www.king.it,,,,SUCCESSO,200.0
ROMITELLI SHOES SRL,1692800434.0,152010.0,Macerata,Marche,www.calzaturificioromitellishoes.com,,,,ERRORE,
FORCINITI S.R.L.,2163690510.0,151209.0,Arezzo,Toscana,www.traibecca.com,,,,SUCCESSO,200.0
DOONEY & BOURKE ITALIA S.R.L.,5041450486.0,151209.0,Pistoia,Toscana,www.dooney.it,,,,SUCCESSO,404.0
STUDIO IMMAGINE S.R.L.,2151370448.0,151209.0,Fermo,Marche,studioimmaginelab.it,,,,SUCCESSO,200.0
MARPELL S.R.L.,1921360507.0,151100.0,Pisa,Toscana,www.marpellsrl.it,,,,TIMEOUT,
QUADRARO - SOCIETA' A RESPONSABILITA' LIMITATA,3563170483.0,151209.0,Firenze,Toscana,www.quadraro.it,,,,SUCCESSO,503.0
ARTIGIANINO S.R.L.,4642300653.0,152010.0,Napoli,Campania,www.altamodapositano.com,,,,ERRORE,
CALZATURE EPOCA S.R.L.,9260300158.0,152000.0,Milano,Lombardia,www.calzaturepoca.com,,,,SUCCESSO,200.0
CLAIRE S.R.L.,1489990513.0,151209.0,Arezzo,Toscana,clairesrl.it,,,,TIMEOUT,
