Ragione sociale,Partita IVA,"ATECO 2007
codice",Provincia,Indirizzo sede legale - Regione,Website
EUPHORIA SRL,03394340834,151209,Messina,Sicilia,www.euphoriasrl.it
BAGOLO S.R.L. SEMPLIFICATA,03627800133,151209,Como,Lombardia,www.bagolo.it
NEW LADY PELLETTERIA S.R.L.,01677610436,151209,Macerata,Marche,new-lady-pelletteria-srl-01677610436.quantofattura.com
ARM S.R.L.,03351280544,151209,Perugia,Umbria,www.militarystyle.com
ORTHOPANT SRL,02952000210,152010,Bolzano/Bozen,Trentino-Alto Adige,www.orthopant.com
LE MIE BORSE S.R.L.,08500691210,151209,Napoli,Campania,blog.ornellaauzino.it
NUOVA CERVINIO S.R.L.,00904990439,152010,Macerata,Marche,www.nuovacervinio.it
LEATHER CROWN S.R.L.,01628030197,152010,Venezia,Veneto,leathercrown.it
LEDART S.R.L.,03107020244,151100,Vicenza,Veneto,www.ledart.it
PASOMAR S.R.L.,01982910679,151209,Teramo,Abruzzo,www.pasomar.com
ACG CALZATURE SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,04825440755,152010,Lecce,Puglia,www.acgcalzature.com
FERLEA SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,04314660616,152010,Caserta,Campania,drudditalia.com
CALZATURIFICIO 20.08 SOCIETA' COOPERATIVA A R.L.,02342090418,152010,Pesaro Urbino,Marche,2008calzaturificio.wordpress.com
TULSI S.R.L.,04253310405,151209,Rimini,Emilia-Romagna,tulsi-italy.com
I VERDE S.R.L.,07853930639,152020,Napoli,Campania,www.iverde.it
SM PRODUCTION S.R.L. UNIPERSONALE,04295130613,152010,Caserta,Campania,www.triocalzature.com
CALZATURIFICIO PRIMITEMPI S.R.L.,02455260444,152010,Fermo,Marche,www.primitempi.it
IMPUT SHOES SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,04800240261,152010,Treviso,Veneto,www.imputshop.it
CORAME IMMOBILIARE S.R.L.,02151630965,151209,Monza e della Brianza,Lombardia,corame.it
LEXIAPEL S.R.L.,00124950031,151200,Novara,Piemonte,www.lexiapel.com
FRECCIA BL LEATHER S.R.L.,02878290648,151100,Avellino,Campania,www.frecciablleather.it
DUCA D'ESTE S.R.L.,02594890242,151209,Vicenza,Veneto,www.gianniserena.it
STYL GRAND S.R.L.,03275180267,152010,Treviso,Veneto,www.stylgrand.com
PRATIKA CALZATURE SOCIETA' COOPERATIVA,01580070447,152010,Fermo,Marche,www.calzaturificiopratika.it
CHICLITIC S.R.L.,04483980282,152010,Padova,Veneto,www.ojour.it
VALIGIE CAMPIONARIO S.R.L.,05447810960,151209,Milano,Lombardia,www.bauli.emilioscolari.it
VENTESIMA STRADA S.R.L.,04419370269,152010,Treviso,Veneto,www.ventesimastrada.it
SEASON BELT S.R.L.,03355190160,151209,Bergamo,Lombardia,shop.alexade.com
CUOIO DI MODENA SRL,04022400362,151209,Modena,Emilia-Romagna,eshop.lavacchettagrassamodena.it
DRESSED S.R.L.,04353450234,152010,Verona,Veneto,dressedlab.it
RISORSE FUTURE SRL,02182050449,152010,Fermo,Marche,www.risorsefuture.net
ITALIAN DESIGN SRL,02787090303,151209,Udine,Friuli-Venezia Giulia,italiandesignpelletterie.it
WILD HOG SRL,02784530350,151209,Reggio nell'Emilia,Emilia-Romagna,www.wildhog.it
SCALABRINI IVAN & DENIS SRL,00321890352,151200,Reggio nell'Emilia,Emilia-Romagna,www.scalabrinisrl.com
TEAM FORM SRL,03024070264,152010,Treviso,Veneto,www.teamform.it
ALEX SRLS,02015770437,152010,Macerata,Marche,www.alexsrls.com
SINTESI S.R.L.,01929570677,151100,Teramo,Abruzzo,www.civicoundici.com
BAGATTO SRL,02012140444,152010,Fermo,Marche,www.bagatto.com
ENRICO VERNIZZI S.R.L.,01515120341,151200,Parma,Emilia-Romagna,vernizzicinture.it
RIFINIZIONI DAVID SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICAT A,02287150508,152020,Pisa,Toscana,inshoes.italianmoda.com
BEATRICE GROUP S.R.L.,06149720721,152010,Bari,Puglia,www.calzaturesposa.com
SUOLIFICIO ELISA SRL,03933840989,152020,Brescia,Lombardia,www.suolificioelisa.it
BEAR S.R.L.,04750670269,152010,Treviso,Veneto,atalasport.it
CALZATURIFICIO FRANCO CIMADAMORE S.R.L.,01360220444,152010,Fermo,Marche,www.francocimadamore.it
G.D. LEATHER SRL,02142000500,151100,Pisa,Toscana,www.conceriastella.com
REGENESI S.R.L.,02853631204,151209,Bologna,Emilia-Romagna,www.regenesi.com
HI-TECH LUXURY LAB S.R.L.,02004970436,151209,Macerata,Marche,luxurytech.fund
VD S.R.L.,03884201207,151209,Bologna,Emilia-Romagna,viadazeglio.com
BRIGITTE ITALIA S.R.L.,00325020436,151209,Macerata,Marche,www.brigitteitalia.it
MEXIS SOCIETA' COOPERATIVA SOCIALE,02301290975,151100,Pistoia,Toscana,www.yourleather.it
CALZATURIFICIO EVAN GARD S.R.L.,06542230724,152010,Barletta-Andria-Trani,Puglia,www.calzaturificioevangard.it
CREAZIONI ESCLUSIVE S.R.L.,08879880964,151209,Milano,Lombardia,www.abline.it
ARAVEC SRL,02211610262,152020,Treviso,Veneto,aravec.it
"DI FILIPPO ITALIANA PELLETTERIE SOCIETA' A RESPONSABILITA' LIMITATA, IN FORMA ABBREVIATA DI FILIPPO ITALIANA PELLETTERIE S.R.L.",01722370671,151209,Teramo,Abruzzo,www.valterdifilippo.com
DAMSCO S.R.L.,01517250120,152020,Varese,Lombardia,www.damsco.it
LASER FASHION.IT SRL,02927460648,151100,Avellino,Campania,www.serenarooms.it
WOOWE BRAND S.R.L.,02909100345,152010,Parma,Emilia-Romagna,www.woowebrand.com
DI CHIARA ROSA S.R.L.,01065600445,152020,Fermo,Marche,www.dichiararosa.it
LASERTEK SRL,02197470509,152020,Pisa,Toscana,www.lasertekservice.it
GUARDOLIFICIO CAMPANO S.R.L.,08207681217,152020,Napoli,Campania,www.guardolificiocampano.it
LEATHER CENTER S.R.L.,13599161000,151209,Teramo,Abruzzo,www.toscanibags.it
CELLERINI FLORENCE SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICA TA,06815860488,151209,Firenze,Toscana,www.cellerini.it
GALLO SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,03647700040,151209,Cuneo,Piemonte,www.borsago.it
DE ALMA S.R.L.,04238980249,151209,Vicenza,Veneto,www.dealma.it
TEKNOMODA S.R.L.,02173470507,151100,Pisa,Toscana,www.teknomodasrl.it
VIALE CAVOUR S.R.L. SEMPLIFICATA,02243880446,151209,Fermo,Marche,www.flaviapelletterie.com
ALISPORT S.R.L.,04342910264,152010,Treviso,Veneto,www.alisport.it
BOMA SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,02003740434,151209,Macerata,Marche,www.bomaitalia.it
VEROVERDE SRL,10209230969,152010,Milano,Lombardia,www.vero-verde.com
PELLETTERIA SABA'S SRL,02246140186,151209,Pavia,Lombardia,www.pelletteriasabas.it www.amazon.it www.ventis.it
IOSONO S.R.L.,02414660403,151209,Forlì-Cesena,Emilia-Romagna,www.miviu.it
FDM DESIGNS SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,05084950657,152010,Salerno,Campania,www.fdmdesigns.it
COMANCHEROS GROUP S.R.L.,00863320248,151100,Vicenza,Veneto,www.comancheros.com
PLUS S.R.L.,05240200286,152010,Padova,Veneto,plusdesignofficial.com
COVID 19 S.R.L.,04487430615,152010,Caserta,Campania,www.calzaturegipi.com
PISAN PELL S.R.L.,01701310649,151100,Avellino,Campania,www.pisanpell.it
LEATHER BIS S.R.L.,06548450482,151209,Firenze,Toscana,bisbag.com
SG BAGS S.R.L.,04616890275,151209,Venezia,Veneto,www.94punto70.it
ROBERTO MANTELLASSI S.R.L.,06329750480,151209,Firenze,Toscana,robertomantellassi.com
BRUE' SOCIETA' PER AZIONI,00102440443,152010,Fermo,Marche,http://www.aldobrue.it
BZL S.R.L.,04940420260,152010,Treviso,Veneto,www.calzaturaortopedica.it
CALZATURIFICIO LIDO MARINOZZI SOCIETA' A RESPONSABILITA' LIMITATA IN BREVE CALZATURIFICIO LIDO MARINOZZI S.R.L.,00339980443,152010,Fermo,Marche,www.lidomarinozzi.com
S.V. CALZATURE SRL,00979120433,152010,Macerata,Marche,kyarastyle.com
CT BAGS AND ACCESSORIES S.R.L.,09369421210,151209,Napoli,Campania,www.carminetisci.it
A.M. SRL,01852440443,152010,Fermo,Marche,www.albertomonti.it
IN PELL SOCIETA' A RESPONSABILITA' LIMITATA,01525290407,151209,Rimini,Emilia-Romagna,http://www.inpell.it
LINEA ITALIA CALZATURE SRL,02224570446,152010,Fermo,Marche,paulsilence.com
ONE MODA S.R.L.,04794780231,152010,Verona,Veneto,www.amwh.it
ANDREA E RITA S.R.L.,13146371003,151209,Roma,Lazio,www.sirnipelletteria.it
RENDRIU S.R.L.,01896451208,151209,Bologna,Emilia-Romagna,www.rendriu.it
CELESTE S.R.L.,02598050249,151100,Vicenza,Veneto,www.celesteleather.com
AD & PROMOTION S.R.L.,03121930790,151209,Catanzaro,Calabria,www.adpromotionsrl.com
M.F.M. MAURIZIO FOSSATI S.R.L.,08001630154,151100,Milano,Lombardia,matteofossati.it
LASERMARC S.R.L.,02158520508,151100,Pisa,Toscana,www.lasermarc.it
DANTON S.R.L.,02314400488,152010,Firenze,Toscana,www.danton-caparrini.it
NUOVA VALIGERIA DI CAMPOSPINOSO S.R.L.,00180640187,151200,Pavia,Lombardia,valigeriancv.it
ACQUAVIVA S.R.L.,09493421219,152010,Napoli,Campania,www.marioacquaviva.it
FISCA CORPORATION S.R.L.,01984990182,152020,Pavia,Lombardia,www.fisca.biz
FENILI CALZATURE - SOCIETA' A RESPONSABILITA' LIMITATA,01172290460,152010,Lucca,Toscana,www.corbellishoes.com
EUROWORLD S.R.L.,04745440265,152010,Treviso,Veneto,www.euroworld.it
ITALIALUSSO S.R.L.,02714370349,151209,Brescia,Lombardia,www.jcgorreri.it
T-ZERO SRL,02158470506,151209,Pisa,Toscana,www.midifendo.it
CONCERIA HORIZON S.R.L.,01355830504,151100,Pisa,Toscana,www.horizonsrl.it
MAQI SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,04939500288,151209,Padova,Veneto,www.maqicases.com
ALO'S SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,01353310459,151209,Massa-Carrara,Toscana,aloscafe.com
NOTO S.R.L.,03614170540,152010,Perugia,Umbria,www.notoatelier.it
ANTONELLA S.R.L.,01708830466,152010,Lucca,Toscana,www.antonellasrl.it
MARCUCCI STUDIO S.R.L.,06879220488,151209,Firenze,Toscana,www.marcuccigroup.com
CALZATURIFICIO PLINIUS SRL,01513950152,152000,Milano,Lombardia,www.pliniusshoes.it
MODELLERIA FUSCO S.R.L.,06547751211,152010,Napoli,Campania,www.modelleriafusco.it
NELLO PACI MANIFATTURE SRL,02212630442,152010,Fermo,Marche,lenef.it
L.P. S.R.L.,01515220448,152010,Fermo,Marche,www.lorettapettinari.it
FENIX SRL,01624390447,151209,Fermo,Marche,www.lucialombardi.it
CAMG SRL,00294910443,152000,Fermo,Marche,www.camg.it
PETRIS S.R.L.,00149260432,152000,Macerata,Marche,www.petris.it
CRISTINA 4 PUNTO 3 SOCIETA' COOPERATIVA,06650330829,151209,Palermo,Sicilia,www.cristinaalbum.com
LANZONI & B. - S.R.L.,00157750407,152010,Forlì-Cesena,Emilia-Romagna,www.lanzonishoes.it
SCARLETVIRGO S.R.L.,08938680967,151209,Milano,Lombardia,scarletvirgo.com
COPAR - S.R.L.,02062160243,151100,Vicenza,Veneto,http://www.coparsrl.it
GREENLAB SHOES SRLS,02392630501,152010,Pisa,Toscana,www.vittorionicchia.com
PELLETTERIA DIGITALE SRL,02272250503,151209,Pisa,Toscana,www.annacloudbags.it
PELLETTERIA EASYPELL SOCIETA' COOPERATIVA,04007540711,151209,Foggia,Puglia,www.easypell.com
ROBERTA CENCI EVENTI SRL,01812760435,152010,Macerata,Marche,www.robertacenci.it
GERJ S.R.L.,00513640441,152020,Fermo,Marche,www.gerj.it
MARINI 1899 SOCIETA' A RESPONSABILITA' LIMITATA,12756301003,152010,Roma,Lazio,marinicalzature.it
PATTY B S.R.L.S.,16851951000,151209,Roma,Lazio,pattyb.it
CALZATURIFICIO CIVITANOVESE S.R.L.,01837280435,152010,Macerata,Marche,www.bcced.it
DADO ITALIA S.R.L.,09161210969,151209,Monza e della Brianza,Lombardia,www.dadolab.com
ALBERTO OLIVERO S.R.L.,16619021005,151209,Roma,Lazio,alberto-olivero.com
BLACK VENUS SRL UNIPERSONALE,01682790447,152010,Fermo,Marche,www.blackvenus.it
BLU ITALIAN FASHION S.R.L.S.,01892020676,151209,Teramo,Abruzzo,www.blu-style.com
CB S.R.L.,07845020960,152010,Milano,Lombardia,www.cbmadeinitaly.com
PENNA GROUP SRL,04855060234,151209,Verona,Veneto,www.cp1963.com
GEB S.R.L.S. - SOCIETA' UNIPERSONALE,08515791211,151209,Napoli,Campania,www.marcelmartillo.it
FEDORA MILANO S.R.L.,07414130968,151209,Milano,Lombardia,www.fedorami.com
M T M S.R.L.,06863890965,151209,Milano,Lombardia,www.gambadelegn.com
SHEDYR ITALIA S.R.L.,10238630965,151209,Milano,Lombardia,shedyr.com
ATECH S.R.L.,02684490028,151209,Biella,Piemonte,www.atechccavo.it
LUCA NENCIONI S.R.L.,01900650506,152010,Pisa,Toscana,www.lucanencioni.it
OGM SCARPE SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA UNIPERSONALE,04272780612,152010,Caserta,Campania,mascherinesubito.it
ARTEMENKO S.R.L.,02794420642,151100,Avellino,Campania,www.artemenko.it
A&A SRL,03416411209,151209,Bologna,Emilia-Romagna,www.aeapelletteria.it
MORYLE S.R.L.,01605180437,152020,Macerata,Marche,en.moryle.com
NOIBRAVE S.R.L.,08697880725,152010,Barletta-Andria-Trani,Puglia,les-italiennes.it
TRENTA7 S.R.L.,13619011003,152010,Roma,Lazio,trenta7.com
IMARINSOL SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,03626230126,152020,Varese,Lombardia,www.imarinsol.it
AGAVE SOCIETA' COOPERATIVA SOCIALE,05333260288,151209,Padova,Veneto,agavesartoriaetica.it
FESTA SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,02130190511,152010,Arezzo,Toscana,www.domenicofesta.com
SATURNIA S.R.L.,01081930503,151100,Pisa,Toscana,www.conceriasaturnia.it
TERMODA DUE S.R.L.,05236570726,152010,Bari,Puglia,www.martinab.it
PLANET SHOES S.R.L.,05806380720,152010,Barletta-Andria-Trani,Puglia,www.planetshoes.it
PHOTO ALBUM DESIGNER SOCIETA' A RESPONSABILITA' LIMITATA C.R.,06206790823,151209,Palermo,Sicilia,photoalbumftp.altervista.org
TRESS GROUP S.R.L.,06729550829,151209,Palermo,Sicilia,www.salvatoresardisco.it
T.D.OLD ITALIA SRL,03321460960,152010,Brescia,Lombardia,www.trendesit.it
LAURA ZERO SRLS,06725680489,151209,Firenze,Toscana,biaborse.it
61-PROJECT S.P.A.,03129880609,152010,Frosinone,Lazio,61dinoi.com
KILESA SRL SEMPLIFICATA,04646320616,151209,Caserta,Campania,kilesa.fashion
SC SRL,04233190240,152010,Vicenza,Veneto,www.nottinghamshoes.it
ELEDOR SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,05410590284,151209,Padova,Veneto,eledor.shop
MENGONI ANGELA S.R.L.,01483770432,152020,Macerata,Marche,mengoni-angela-srl-01483770432.quantofattura.com
RE49 S.R.L.,03029370305,152010,Udine,Friuli-Venezia Giulia,www.re49.it
FRECCIA DEL SUD SOCIETA' A RESPONSABILITA' LIMITATA,02457850648,151100,Avellino,Campania,www.frecciadelsud.it
RITAGLI DI G SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,08478510723,151209,Bari,Puglia,ritaglidig.com
LUCKY SKINS S.R.L.,01937780649,151100,Avellino,Campania,www.luckyskins.it
MACRILIA LAB S.R.L.,14805231009,151209,Roma,Lazio,www.macrilia.it
MYC - SOCIETA' A RESPONSABILITA' LIMITATA,06950481215,151209,Napoli,Campania,www.mychoicebags.it
PRO FUT S.R.L.,05079190269,152010,Treviso,Veneto,tirogiro.it
RECOPEL S.R.L. SOCIETA' BENEFIT,07185300485,151209,Firenze,Toscana,zerolabfirenze.it
YOU WEAR S.R.L. START-UP COSTITUITA A NORMA DELL'ART. 4 COMMA 10 BIS DEL DECRETO LEGGE 24 GENNAIO 2015 N. 3,09702011215,152010,Napoli,Campania,www.bottegacapri.it
CAR.LO MANIFATTURE S.R.L.,00813260676,151200,Teramo,Abruzzo,www.car-lo.it
INPELLE S.R.L.,02908290782,151100,Cosenza,Calabria,www.tempiodigiano.net
BEBOLD S.R.L.S.,05148840266,151209,Treviso,Veneto,maglow.it
JEANNOT'S S.R.L.,01005520729,152000,Bari,Puglia,www.jeannot.it
GLAM SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,04437450275,151209,Venezia,Veneto,bussolabag.com
NEMEA S.R.L.,04339130405,152020,Rimini,Emilia-Romagna,runc6.com
CONCERIA GARDENIA S.R.L. - IN LIQUIDAZIONE,01397230440,151100,Fermo,Marche,www.gevopel.com
MOALTO SRL,01643190430,152010,Macerata,Marche,www.moalto.com
AVANBLANC S.R.L.,01869590479,151209,Pistoia,Toscana,www.avanblanc.com
LA L+SAC SRL,02778180188,151209,Pavia,Lombardia,www.lalusac.it
CONCERIA GUANACO S.R.L.,00245270509,151100,Pisa,Toscana,http://www.guanaco.it
LABORATORIO CAVALLACCIO SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,04624360618,152010,Caserta,Campania,laboratoriocavallaccio.it
GODI MODA S.R.L.,01971170236,151209,Verona,Veneto,valeriagodi.com
BYOTERI S.R.L.,02347980514,152010,Arezzo,Toscana,alessandroteri.com
ERREDIGI - SOCIETA' A RESPONSABILITA' LIMITATA,01421490432,151209,Macerata,Marche,www.marchionnicollezioni.it
POKER S.R.L.,03280590724,152010,Barletta-Andria-Trani,Puglia,www.poker-shoes.it
EDOARDO & LORENZO - S.R.L.,04858390489,152010,Firenze,Toscana,www.edoardoelorenzo.it
VEXELL S.R.L.,00191820265,152010,Treviso,Veneto,vendramini.it
VICO LAB SRL,02334980444,152000,Ascoli Piceno,Marche,www.v-design.it
LURA SRL,02027470430,151209,Macerata,Marche,www.luraworld.com
AP LAB S.R.L. SEMPLIFICATA,06673480486,151209,Firenze,Toscana,www.manifatturefirenze.it
PELLETTERIE S.I.M. SOCIETA' A RESPONSABILITA' LIMITATA,06384710486,151209,Firenze,Toscana,www.pelletteriesim.it
TECNO.CO.INN. S.R.L.,02988420648,151100,Avellino,Campania,tecnocoinn.it
CONCERIA IRPEL S.R.L.,00507680643,151100,Avellino,Campania,www.irpel.it
NUOVA CENTAURO S.R.L. - IN LIQUIDAZIONE,00998620447,152010,Fermo,Marche,www.albertoguardiani.com
TACCHIFICIO FIDIA S.R.L. IN LIQUIDAZIONE,00113750509,152000,Pisa,Toscana,www.tacchificiofidia.it
REYTEL S.R.L.,04877180820,151209,Palermo,Sicilia,www.vitussi.com
POLVIT BAGS S.R.L.S.,09846791219,151209,Napoli,Campania,www.baggeans.com
MITICA S.R.L.,01439830280,152010,Padova,Veneto,http://www.miticashoes.com
SCHEDONI LUXURY GOODS SRL,03793410360,151209,Modena,Emilia-Romagna,schedoni.com
DARRELL COMPANY S.R.L.,04923900288,152010,Venezia,Veneto,www.beeworkers.it
MARIGROUP S.R.L.,01556740502,151209,Pisa,Toscana,www.kontessaccessori.it
GAITTECH S.R.L.,03890830361,152020,Modena,Emilia-Romagna,www.gait-tech.it
PUGNETTI PARMA S.R.L.,02951600341,151209,Parma,Emilia-Romagna,pugnettiparmabags.com
DZOYE' S.R.L.,09001130963,152010,Milano,Lombardia,dzoye.com
B & B S.R.L.,03633700244,151100,Vicenza,Veneto,www.salutebenessere.vi.it
SMART MATERIALS S.R.L.,02471380200,151100,Padova,Veneto,www.smartmaterials.it
DISIX S.R.L.,12636620010,151209,Torino,Piemonte,disix.it
20ZERO1 S.R.L.,11674880965,152010,Milano,Lombardia,www.fuoriserie.it
FDL S.R.L.,07106470482,152010,Firenze,Toscana,www.fdl-global.com
FIDELIO S.R.L.,02662340039,151209,Novara,Piemonte,www.fideliodog.it
OL JIMMY SHOES SOCIETA' A RESPONSABILITA' LIMITATA A CAPITALE RIDOTTO,04593460266,152010,Treviso,Veneto,oljimmy.shop
NIMA S.R.L.,04323920985,151209,Brescia,Lombardia,www.pelletteriag4.com
SALVATORE PISANO S.P.A.,01486940610,152010,Caserta,Campania,www.pisanospa.com
CLUTCH-E BAG S.R.L.,03691760544,151209,Perugia,Umbria,www.clutchebag.com
BALDUCCI S.P.A. IN LIQUIDAZIONE,00087730479,152010,Pistoia,Toscana,www.balducci.it
NEW SPIDERSTRAPS S.R.L.,03693340923,151100,Cagliari,Sardegna,spiderstraps.com
VETERE STYLE - SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,02783150812,151209,Trapani,Sicilia,www.veterestyle.it
REVENGE S.R.L.,07029330482,151209,Firenze,Toscana,borserevenge.it
NOTHINK S.R.L.,04608640167,152010,Bergamo,Lombardia,nothinkshoes.com
WORLDING S.R.L.,01637320555,151209,Terni,Umbria,www.mykap.it
LIGIAN S.R.L.,00898600507,152020,Pisa,Toscana,www.ligian.it
CALZATURIFICIO FARFALLA S.R.L.,00143650463,152000,Lucca,Toscana,sicurezza postale
TRADINNOVAZIONE S.R.L.,04419790235,152010,Verona,Veneto,www.tradinnovazione.it
VERA PELLAMI S.R.L.,02299480240,151100,Vicenza,Veneto,www.verapellami.it
CONCERIA MORETTI SOCIETA' A RESPONSABILITA' LIMITATA,01269030563,151100,Viterbo,Lazio,www.expoleathers.com
NUOVA SALUTE E BENESSERE S.R.L,04641500238,151209,Verona,Veneto,www.nuovasalutebenessere.it
STILMAN FOOTWEAR S.R.L. IN LIQUIDAZIONE,02488820230,152010,Verona,Veneto,www.stilman.it
LUNA ROSSA LEATHERS SRL,04435410248,151100,Vicenza,Veneto,www.lunarossaleathers.com
FRANCO E FIGLI S.R.L. - IN LIQUIDAZIONE,03136170242,151100,Vicenza,Veneto,www.francoefigli.com
CONCERIA AMBRA S.R.L.- IN LIQUIDAZIONE - IN CONCORDATO PREVENTIVO,01824330243,151100,Vicenza,Veneto,ambraleather.com
CONCERIA TIGRE S.R.L. - IN LIQUIDAZIONE - - IN CONCORDATO PREVENTIVO -,00282340249,151100,Vicenza,Veneto,www.conceriatigre.com
STANDER BAGS S.R.L.,04460070271,151209,Venezia,Veneto,www.standerbags.com
VALIGERIA ALEX SRL,02160330128,151200,Varese,Lombardia,www.valigeria-alex.com
DIA 1 S.R.L. IN LIQUIDAZIONE,00323160267,152010,Treviso,Veneto,www.diadora.it
DIELLE MANIFATTURE S.R.L.,00654930676,151200,Teramo,Abruzzo,www.diellemanifatture.it
SELENA NEI LUX S.R.L.,03322150735,151209,Taranto,Puglia,www.selenaneilux.com
DYNAMIC CLEATS SRL,15874151002,152010,Roma,Lazio,dynamic-cleats.it
AVIA SOCIETA' A RESPONSABILITA' LIMITATA,12623131005,151209,Roma,Lazio,www.aviasrl.it
CALZATURIFICIO BOBO SHOES S.R.L. --- IN LIQUIDAZIONE ---,01232210474,152010,Pistoia,Toscana,www.carli1937.it
SEBASTIAN S.R.L.,03023910346,152010,Parma,Emilia-Romagna,www.sebastianmilano.com
ZINGONI COUNTERS FOR FOOTWEAR SOCIETA' A RESPONSABILITA' LIMITATA,02389590502,152020,Pisa,Toscana,www.zingonicounters.com
SKIN TEX SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,02365550504,151100,Pisa,Toscana,www.bluehides.com
CONCERIA R.C.M. - S.R.L. IN LIQUIDAZIONE,00443030481,151100,Pisa,Toscana,www.conceriarcm.it
FLACCO S.R.L.,02057030500,151100,Pisa,Toscana,www.lissatriceflacco.com
SUOLIFICIO TUTTOCUOIO S.R.L.,00216340505,152020,Pisa,Toscana,www.tuttocuoio.it
EASY SHOES S.R.L.,03623930546,152010,Perugia,Umbria,easy-shoes.it
CALZATURIFICIO MARIPE' S.R.L.,00773320270,152010,Padova,Veneto,maripe.com
MAURO PRODUZIONE PELLETTERIE S.R.L.,09022731211,151209,Napoli,Campania,mauro-produzione-pelletterie-srl-09022731211.quantofattura.com
MENTI E TALENTI SRL,03637790365,152010,Modena,Emilia-Romagna,www.mentietalenti.it
"DEMILAN.IT S.R.L. START-UP COSTITUITA A NORMA DELL'ART. 4 COMMA 10 BIS DEL DECRETO LEGGE 24 GENNAIO 2015, N. 3",10328980965,151209,Milano,Lombardia,robdemilan.it
A.B.E. DI ALBERTARIO EMILIO S.R.L.,04888500156,151200,Milano,Lombardia,www.pelletteriaabe.com
G.P. SRL,01499740437,152020,Macerata,Marche,www.gp-srl.it
FORNARI S.R.L. IN LIQUIDAZIONE,00317320430,152010,Macerata,Marche,www.fornarina.it
CONCERIA DEL CHIENTI S.P.A. - IN LIQUIDAZIONE,00083220434,151100,Macerata,Marche,www.ctc.it
DICIOTTOPIU' SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,02504140464,152010,Lucca,Toscana,www.diciottopiu.it
TECNOSUOLE S.R.L. IN LIQUIDAZIONE,03619430758,152000,Lecce,Puglia,www.tecnosuolesrl.com
FILANTO S.R.L. IN LIQUIDAZIONE,02084790753,152010,Lecce,Puglia,www.filanto.it
X BACCO S.R.L - IN LIQUIDAZIONE,01608880447,152010,Fermo,Marche,www.xbaccoshoes.it
CATEDIANAGIOTTI S.R.L.,07029830481,151209,Firenze,Toscana,www.catedianagiotti.it
CARLOS S.R.L.,05523040482,152010,Firenze,Toscana,carlos.it
CALZATURIFICIO CARD S.R.L. IN LIQUIDAZIONE,00383710696,152010,Chieti,Abruzzo,www.cardsrl.com
DAVIDE CORPORATION S.R.L.,03726260619,152010,Caserta,Campania,www.jpdavid.it
CALZATURIFICIO CO.RAF. SOCIETA' A RESPONSABILITA' LIMITATA IN SIGLA CALZATURIFICIO CO.RAF. S.R.L.,02691250613,152010,Caserta,Campania,www.coraf.it
GI.PI. - S.R.L.,01779110616,152010,Caserta,Campania,www.gi-pi.it
BIEMME LICENSING S.R.L.,03289300968,152010,Bologna,Emilia-Romagna,www.brunomagli.it
LEATHER PLUS S.R.L,02988370645,151100,Avellino,Campania,www.leatherplus.it
JOY ITALIA S.R.L. SEMPLIFICATA UNIPERSONALE,02845580642,151209,Avellino,Campania,www.joyitalia.com
"SEVEN STARS GROUP S.P.A., IN LIQUIDAZIONE",02070310640,151100,Avellino,Campania,www.sevenstars.it
SPLENDORPLAST - S.R.L. IN LIQUIDAZIONE,00423970425,152020,Ancona,Marche,http://www.splendorplast.it
FRATELLI ROSSETTI S.P.A.,10791930158,152010,Milano,Lombardia,www.rossetti.it
PROPS SRL,02497290243,152010,Vicenza,Veneto,www.diesel.com
BROMA S.R.L.,05176800489,152010,Firenze,Toscana,www.bromasrl.it
ITALIAN LEATHER GROUP S.P.A.,04492910726,151100,Bari,Puglia,www.italianleathergroup.it
THE CUT PRODUCTION SRL,00918790528,151100,Siena,Toscana,www.thecutproduction.it
SE. AN. SRL,02235370273,152010,Venezia,Veneto,www.salmasovenezia.it
FABI SPA,01085710430,152010,Macerata,Marche,www.fabigroup.it
IDNA ITALIA S.R.L.,04033760275,151209,Venezia,Veneto,calicantoluxurybags.it
ALFA S.R.L.,02533450272,152020,Venezia,Veneto,www.suolalfa.it
